run number,time (s),cart_pos (m),cart_vel (m/s),pole_ang (rad),pole_ang_vel (rad/s)
2,0.25999999999999995,-0.10564094,-0.10564094,-0.10564094,0.9383797
2,0.27999999999999997,-0.11811822,-0.11811822,-0.11811822,1.2754788
2,0.3,-0.13453217,-0.13453217,-0.13453217,1.0418605
3,0,-0.021534152,-0.021534152,-0.021534152,0.010408553
3,0.02,-0.02206246,-0.02206246,-0.02206246,-0.26824367
3,0.04,-0.018701322,-0.018701322,-0.018701322,0.037893724
3,0.06,-0.019254532,-0.019254532,-0.019254532,0.34241876
3,0.08,-0.023720743,-0.023720743,-0.023720743,0.062312778
3,0.1,-0.024296058,-0.024296058,-0.024296058,-0.21553123
3,0.12000000000000001,-0.020982688,-0.020982688,-0.020982688,0.09165318
3,0.14,-0.02158459,-0.02158459,-0.02158459,-0.18720219
3,0.16,-0.01829685,-0.01829685,-0.01829685,0.11924079
3,0.18,-0.01892375,-0.01892375,-0.01892375,-0.16024393
3,0.19999999999999998,-0.015660414,-0.015660414,-0.015660414,0.14579152
3,0.21999999999999997,-0.016311374,-0.016311374,-0.016311374,0.4508623
3,0.23999999999999996,-0.020875793,-0.020875793,-0.020875793,0.17205553
3,0.25999999999999995,-0.021550465,-0.021550465,-0.021550465,-0.103756495
3,0.27999999999999997,-0.018338349,-0.018338349,-0.018338349,0.20591088
3,0.3,-0.019043665,-0.019043665,-0.019043665,-0.069447935
3,0.32,-0.015862608,-0.015862608,-0.015862608,0.24082433
3,0.34,-0.01659951,-0.01659951,-0.01659951,-0.033626553
3,0.36000000000000004,-0.013450881,-0.013450881,-0.013450881,-0.30646232
3,0.38000000000000006,-0.0064183148,-0.0064183148,-0.0064183148,0.0046147364
3,0.4000000000000001,-0.0033042927,-0.0033042927,-0.0033042927,-0.2704931
3,0.4200000000000001,0.003695824,0.003695824,0.003695824,0.03880209
3,0.4400000000000001,0.0067788856,0.0067788856,0.0067788856,0.3464929
3,0.46000000000000013,0.0059462,0.0059462,0.0059462,0.06986718
3,0.48000000000000015,0.009001154,0.009001154,0.009001154,0.37984794
3,0.5000000000000001,0.0081384005,0.0081384005,0.0081384005,0.69022995
3,0.5200000000000001,0.003357743,0.003357743,0.003357743,1.0028117
3,0.5400000000000001,-0.005342265,-0.005342265,-0.005342265,0.73607206
3,0.5600000000000002,-0.010162733,-0.010162733,-0.010162733,0.4762617
3,0.5800000000000002,-0.011110834,-0.011110834,-0.011110834,0.802629
3,0.6000000000000002,-0.015989596,-0.015989596,-0.015989596,1.1315155
3,0.6200000000000002,-0.02479998,-0.02479998,-0.02479998,0.88571674
3,0.6400000000000002,-0.029749485,-0.029749485,-0.029749485,1.2247195
3,0.6600000000000003,-0.038637176,-0.038637176,-0.038637176,1.5679852
4,0,0.027884258,0.027884258,0.027884258,-0.049059875
4,0.02,0.027944872,0.027944872,0.027944872,0.2512382
4,0.04,0.02409621,0.02409621,0.02409621,0.55123264
4,0.06,0.01633856,0.01633856,0.01633856,0.85275733
4,0.08,0.004670705,0.004670705,0.004670705,0.57276064
4,0.1,-0.0031059212,-0.0031059212,-0.0031059212,0.2984256
4,0.12000000000000001,-0.00699685,-0.00699685,-0.00699685,0.6117663
4,0.14,-0.014808229,-0.014808229,-0.014808229,0.34327954
4,0.16,-0.01873933,-0.01873933,-0.01873933,0.6618631
4,0.18,-0.026595155,-0.026595155,-0.026595155,0.3998877
4,0.19999999999999998,-0.030576749,-0.030576749,-0.030576749,0.1425349
4,0.21999999999999997,-0.030689033,-0.030689033,-0.030689033,-0.11200051
4,0.23999999999999996,-0.026935028,-0.026935028,-0.026935028,-0.3655337
4,0.25999999999999995,-0.019315729,-0.019315729,-0.019315729,-0.038930338
4,0.27999999999999997,-0.015627468,-0.015627468,-0.015627468,-0.29580623
4,0.3,-0.008070667,-0.008070667,-0.008070667,0.028575698
4,0.32,-0.0044432716,-0.0044432716,-0.0044432716,-0.23062918
4,0.34,0.0030549308,0.0030549308,0.0030549308,-0.48964342
4,0.36000000000000004,0.01442385,0.01442385,0.01442385,-0.75028163
4,0.38000000000000006,0.029665386,0.029665386,0.029665386,-0.43150634
4,0.4000000000000001,0.040982753,0.040982753,0.040982753,-0.11699225
4,0.4200000000000001,0.04837882,0.04837882,0.04837882,-0.38899285
4,0.4400000000000001,0.059658043,0.059658043,0.059658043,-0.077678
4,0.46000000000000013,0.06701858,0.06701858,0.06701858,-0.35306093
4,0.48000000000000015,0.07826549,0.07826549,0.07826549,-0.044503435
4,0.5000000000000001,0.08559602,0.08559602,0.08559602,-0.322741
4,0.5200000000000001,0.0968156,0.0968156,0.0968156,-0.016557874
4,0.5400000000000001,0.10412082,0.10412082,0.10412082,-0.29721105
4,0.5600000000000002,0.11531737,0.11531737,0.11531737,0.006927488
4,0.5800000000000002,0.12260131,0.12260131,0.12260131,-0.27577606
4,0.6000000000000002,0.1337785,0.1337785,0.1337785,0.026600087
4,0.6200000000000002,0.1410446,0.1410446,0.1410446,0.32729322
4,0.6400000000000002,0.14440109,0.14440109,0.14440109,0.6281454
4,0.6600000000000003,0.14384784,0.14384784,0.14384784,0.34597743
4,0.6800000000000003,0.14718758,0.14718758,0.14718758,0.65261954
4,0.7000000000000003,0.14661257,0.14661257,0.14661257,0.37685475
4,0.7200000000000003,0.1499247,0.1499247,0.1499247,0.10547419
4,0.7400000000000003,0.15711951,0.15711951,0.15711951,0.4202352
4,0.7600000000000003,0.16039261,0.16039261,0.16039261,0.15210842
4,0.7800000000000004,0.16754538,0.16754538,0.16754538,0.46989554
4,0.8000000000000004,0.17077392,0.17077392,0.17077392,0.20566425
4,0.8200000000000004,0.1778785,0.1778785,0.1778785,-0.055311162
4,0.8400000000000004,0.18885566,0.18885566,0.18885566,0.26716194
4,0.8600000000000004,0.19590478,0.19590478,0.19590478,0.5893154
4,0.8800000000000004,0.19902621,0.19902621,0.19902621,0.91291875
4,0.9000000000000005,0.19821936,0.19821936,0.19821936,0.6588238
4,0.9200000000000005,0.20128006,0.20128006,0.20128006,0.4112428
4,0.9400000000000005,0.20820124,0.20820124,0.20820124,0.16842644
4,0.9600000000000005,0.21897757,0.21897757,0.21897757,-0.071393326
4,0.9800000000000005,0.23360574,0.23360574,0.23360574,-0.3099877
4,1.0000000000000004,0.25208446,0.25208446,0.25208446,-0.54912025
4,1.0200000000000005,0.2744145,0.2744145,0.2744145,-0.79053795
4,1.0400000000000005,0.30059868,0.30059868,0.30059868,-1.0359622
4,1.0600000000000005,0.33064178,0.33064178,0.33064178,-0.7069047
4,1.0800000000000005,0.35675406,0.35675406,0.35675406,-0.9651679
4,1.1000000000000005,0.3867372,0.3867372,0.3867372,-0.6456974
4,1.1200000000000006,0.41279623,0.41279623,0.41279623,-0.91539603
4,1.1400000000000006,0.44273672,0.44273672,0.44273672,-1.1894614
4,1.1600000000000006,0.4765632,0.4765632,0.4765632,-0.8847507
4,1.1800000000000006,0.50647753,0.50647753,0.50647753,-1.1725463
4,1.2000000000000006,0.54029,0.54029,0.54029,-1.4659412
4,1.2200000000000006,0.57800555,0.57800555,0.57800555,-1.7665476
4,1.2400000000000007,0.6196296,0.6196296,0.6196296,-1.4914763
4,1.2600000000000007,0.65736455,0.65736455,0.65736455,-1.2283276
4,1.2800000000000007,0.6912212,0.6912212,0.6912212,-1.5561255
4,1.3000000000000007,0.72900677,0.72900677,0.72900677,-1.311888
4,1.3200000000000007,0.7629299,0.7629299,0.7629299,-1.6540653
5,0,-0.03289563,-0.03289563,-0.03289563,0.040924404
5,0.02,-0.033517133,-0.033517133,-0.033517133,0.3272205
5,0.04,-0.03803522,-0.03803522,-0.03803522,0.028541086
5,0.06,-0.038645502,-0.038645502,-0.038645502,-0.26811185
5,0.08,-0.03534976,-0.03534976,-0.03534976,0.020730926
5,0.1,-0.035952963,-0.035952963,-0.035952963,-0.27740932
5,0.12000000000000001,-0.032648806,-0.032648806,-0.032648806,-0.57541925
5,0.14,-0.02543743,-0.02543743,-0.02543743,-0.2899387
5,0.16,-0.022122016,-0.022122016,-0.022122016,-0.008203199
5,0.18,-0.022698991,-0.022698991,-0.022698991,0.27162835
5,0.19999999999999998,-0.02716652,-0.02716652,-0.02716652,-0.03341712
5,0.21999999999999997,-0.027720647,-0.027720647,-0.027720647,-0.3368226
5,0.23999999999999996,-0.024362754,-0.024362754,-0.024362754,-0.6404251
5,0.25999999999999995,-0.01709274,-0.01709274,-0.01709274,-0.9460441
5,0.27999999999999997,-0.0059090857,-0.0059090857,-0.0059090857,-0.6710858
5,0.3,0.0013877266,0.0013877266,0.0013877266,-0.4025102
5,0.32,0.0048040766,0.0048040766,0.0048040766,-0.138539
5,0.34,0.0043447437,0.0043447437,0.0043447437,-0.45968387
5,0.36000000000000004,0.0078123687,0.0078123687,0.0078123687,-0.19943136
5,0.38000000000000006,0.007407796,0.007407796,0.007407796,0.05760319
5,0.4000000000000001,0.003134456,0.003134456,0.003134456,-0.26798844
5,0.4200000000000001,0.0027916373,0.0027916373,0.0027916373,-0.5932514
5,0.4400000000000001,0.006378944,0.006378944,0.006378944,-0.9199409
5,0.46000000000000013,0.013896893,0.013896893,0.013896893,-1.2497573
5,0.48000000000000015,0.025346661,0.025346661,0.025346661,-1.5842928
5,0.5000000000000001,0.04072957,0.04072957,0.04072957,-1.3493265
6,0,0.019730102,0.019730102,0.019730102,-0.028185578
6,0.02,0.019840218,0.019840218,0.019840218,-0.31495255
6,0.04,0.02384735,0.02384735,0.02384735,-0.01664628
6,0.06,0.023947008,0.023947008,0.023947008,-0.305613
6,0.08,0.027945707,0.027945707,0.027945707,-0.5946876
6,0.1,0.03584357,0.03584357,0.03584357,-0.8857088
6,0.12000000000000001,0.047642387,0.047642387,0.047642387,-1.1804695
6,0.14,0.06334543,0.06334543,0.06334543,-1.4806842
6,0.16,0.082957074,0.082957074,0.082957074,-1.7879504
6,0.18,0.10648217,0.10648217,0.10648217,-1.5203536
6,0.19999999999999998,0.12612386,0.12612386,0.12612386,-1.8461543
6,0.21999999999999997,0.14969145,0.14969145,0.14969145,-2.1798055
7,0,0.014849041,0.014849041,0.014849041,0.0037719174
7,0.02,0.014488005,0.014488005,0.014488005,0.28113088
7,0.04,0.010238744,0.010238744,0.010238744,0.5585203
7,0.06,0.0021011622,0.0021011622,0.0021011622,0.8377786
7,0.08,-0.00992667,-0.00992667,-0.00992667,1.1207056
7,0.1,-0.025848342,-0.025848342,-0.025848342,0.8237336
7,0.12000000000000001,-0.03786402,-0.03786402,-0.03786402,1.1191208
7,0.14,-0.05378447,-0.05378447,-0.05378447,1.4195743
7,0.16,-0.07361377,-0.07361377,-0.07361377,1.142107
7,0.18,-0.08955301,-0.08955301,-0.08955301,1.4575908
7,0.19999999999999998,-0.1094128,-0.1094128,-0.1094128,1.1973128
7,0.21999999999999997,-0.12539694,-0.12539694,-0.12539694,0.94729006
7,0.23999999999999996,-0.13751596,-0.13751596,-0.13751596,0.70590115
7,0.25999999999999995,-0.14577924,-0.14577924,-0.14577924,0.47146836
7,0.27999999999999997,-0.15019459,-0.15019459,-0.15019459,0.24228531
7,0.3,-0.15076803,-0.15076803,-0.15076803,0.01663557
7,0.32,-0.14750361,-0.14750361,-0.14750361,-0.2071959
7,0.34,-0.14040339,-0.14040339,-0.14040339,-0.4309155
7,0.36000000000000004,-0.1294673,-0.1294673,-0.1294673,-0.6562164
7,0.38000000000000006,-0.11469326,-0.11469326,-0.11469326,-0.88477385
7,0.4000000000000001,-0.09607724,-0.09607724,-0.09607724,-0.54293007
7,0.4200000000000001,-0.08140122,-0.08140122,-0.08140122,-0.20546462
7,0.4400000000000001,-0.0706638,-0.0706638,-0.0706638,-0.44910276
7,0.46000000000000013,-0.056070738,-0.056070738,-0.056070738,-0.11552117
7,0.48000000000000015,-0.045413777,-0.045413777,-0.045413777,-0.36383086
7,0.5000000000000001,-0.030896643,-0.030896643,-0.030896643,-0.03324021
7,0.5200000000000001,-0.020313578,-0.020313578,-0.020313578,0.2954111
7,0.5400000000000001,-0.013663412,-0.013663412,-0.013663412,0.6238668
7,0.5600000000000002,-0.010945805,-0.010945805,-0.010945805,0.37394592
7,0.5800000000000002,-0.004365581,-0.004365581,-0.004365581,0.7073161
7,0.6000000000000002,-0.0017214594,-0.0017214594,-0.0017214594,0.46448657
7,0.6200000000000002,0.0047787176,0.0047787176,0.0047787176,0.22682783
7,0.6400000000000002,0.015129124,0.015129124,0.015129124,-0.007407025
7,0.6600000000000003,0.029325888,0.029325888,0.029325888,0.33511764
7,0.6800000000000003,0.03957969,0.03957969,0.03957969,0.677577
7,0.7000000000000003,0.04589093,0.04589093,0.04589093,0.4473064
7,0.7200000000000003,0.056045923,0.056045923,0.056045923,0.7947275
8,0,0.03916628,0.03916628,0.03916628,0.031715587
8,0.02,0.03999295,0.03999295,0.03999295,0.30889562
8,0.04,0.036931567,0.036931567,0.036931567,0.58629215
8,0.06,0.02998184,0.02998184,0.02998184,0.28094226
8,0.08,0.026945578,0.026945578,0.026945578,-0.020867262
8,0.1,0.027819889,0.027819889,0.027819889,-0.32095838
8,0.12000000000000001,0.032603297,0.032603297,0.032603297,-0.036004737
8,0.14,0.033491325,0.033491325,0.033491325,-0.33818927
8,0.16,0.038290296,0.038290296,0.038290296,-0.055551816
8,0.18,0.039196026,0.039196026,0.039196026,-0.36000922
8,0.19999999999999998,0.044014692,0.044014692,0.044014692,-0.66479516
8,0.21999999999999997,0.052746497,0.052746497,0.052746497,-0.3870806
8,0.23999999999999996,0.05758937,0.05758937,0.05758937,-0.11380592
8,0.25999999999999995,0.058547728,0.058547728,0.058547728,-0.42698398
8,0.27999999999999997,0.063426495,0.063426495,0.063426495,-0.15707219
8,0.3,0.06442388,0.06442388,0.06442388,0.10992854
8,0.32,0.06154289,0.06154289,0.06154289,0.3758573
8,0.34,0.054784566,0.054784566,0.054784566,0.059287347
8,0.36000000000000004,0.05194929,0.05194929,0.05194929,0.32851654
8,0.38000000000000006,0.045233518,0.045233518,0.045233518,0.59815747
8,0.4000000000000001,0.03463673,0.03463673,0.03463673,0.8700349
8,0.4200000000000001,0.0201565,0.0201565,0.0201565,0.56147414
8,0.4400000000000001,0.009592054,0.009592054,0.009592054,0.843067
8,0.46000000000000013,-0.0048647947,-0.0048647947,-0.0048647947,0.54313505
8,0.48000000000000015,-0.015412991,-0.015412991,-0.015412991,0.24841627
8,0.5000000000000001,-0.022056937,-0.022056937,-0.022056937,-0.04288223
8,0.5200000000000001,-0.024799703,-0.024799703,-0.024799703,0.25273514
8,0.5400000000000001,-0.03144756,-0.03144756,-0.03144756,-0.037257966
8,0.5600000000000002,-0.034195427,-0.034195427,-0.034195427,0.25966737
8,0.5800000000000002,-0.04084956,-0.04084956,-0.04084956,0.5563597
8,0.6000000000000002,-0.05140974,-0.05140974,-0.05140974,0.26939934
8,0.6200000000000002,-0.058072627,-0.058072627,-0.058072627,-0.013958699
8,0.6400000000000002,-0.060841624,-0.060841624,-0.060841624,-0.29555744
8,0.6600000000000003,-0.059718408,-0.059718408,-0.059718408,0.007721109
8,0.6800000000000003,-0.06250705,-0.06250705,-0.06250705,-0.27589455
8,0.7000000000000003,-0.061401594,-0.061401594,-0.061401594,0.025630677
8,0.7200000000000003,-0.064206466,-0.064206466,-0.064206466,-0.25972256
8,0.7400000000000003,-0.063115634,-0.063115634,-0.063115634,-0.54491246
8,0.7600000000000003,-0.058129217,-0.058129217,-0.058129217,-0.8317827
8,0.7800000000000004,-0.04924559,-0.04924559,-0.04924559,-1.1221374
8,0.8000000000000004,-0.036461554,-0.036461554,-0.036461554,-0.83237404
8,0.8200000000000004,-0.027577503,-0.027577503,-0.027577503,-1.134857
8,0.8400000000000004,-0.014782641,-0.014782641,-0.014782641,-1.442304
8,0.8600000000000004,0.0019266219,0.0019266219,0.0019266219,-1.7563152
8,0.8800000000000004,0.022554308,0.022554308,0.022554308,-1.4962986
8,0.9000000000000005,0.039304838,0.039304838,0.039304838,-1.8279126
8,0.9200000000000005,0.059984975,0.059984975,0.059984975,-1.5906855
9,0,0.048474964,0.048474964,0.048474964,-0.038424827
9,0.02,0.049332563,0.049332563,0.049332563,-0.33692905
9,0.04,0.05409785,0.05409785,0.05409785,-0.050428048
9,0.06,0.054966323,0.054966323,0.054966323,0.23389304
9,0.08,0.051940046,0.051940046,0.051940046,0.51788914
9,0.1,0.0450193,0.0450193,0.0450193,0.21820965
9,0.12000000000000001,0.04200717,0.04200717,0.04200717,0.507046
9,0.14,0.03509611,0.03509611,0.03509611,0.79727584
9,0.16,0.02428481,0.02428481,0.02428481,0.5053452
9,0.18,0.017375294,0.017375294,0.017375294,0.8037491
9,0.19999999999999998,0.0065582683,0.0065582683,0.0065582683,0.52014667
9,0.21999999999999997,-0.00036434396,-0.00036434396,-0.00036434396,0.2418171
9,0.23999999999999996,-0.0033975972,-0.0033975972,-0.0033975972,0.5513047
9,0.25999999999999995,-0.010348084,-0.010348084,-0.010348084,0.86219984
9,0.27999999999999997,-0.021216732,-0.021216732,-0.021216732,0.59258544
9,0.3,-0.02820357,-0.02820357,-0.02820357,0.32887703
9,0.32,-0.031314675,-0.031314675,-0.031314675,0.06928589
9,0.34,-0.030554408,-0.030554408,-0.030554408,0.39356762
9,0.36000000000000004,-0.033723626,-0.033723626,-0.033723626,0.13673739
9,0.38000000000000006,-0.03302405,-0.03302405,-0.03302405,0.4635682
9,0.4000000000000001,-0.036255933,-0.036255933,-0.036255933,0.21044166
9,0.4200000000000001,-0.035622485,-0.035622485,-0.035622485,-0.039382003
9,0.4400000000000001,-0.031127311,-0.031127311,-0.031127311,-0.2877037
9,0.46000000000000013,-0.022771984,-0.022771984,-0.022771984,0.043293744
9,0.48000000000000015,-0.018351147,-0.018351147,-0.018351147,-0.20734817
9,0.5000000000000001,-0.010067874,-0.010067874,-0.010067874,0.122342855
9,0.5200000000000001,-0.005718199,-0.005718199,-0.005718199,-0.12946068
9,0.5400000000000001,0.00249508,0.00249508,0.00249508,0.19977592
9,0.5600000000000002,0.006775046,0.006775046,0.006775046,0.5283069
9,0.5800000000000002,0.0071222903,0.0071222903,0.0071222903,0.85787565
9,0.6000000000000002,0.0035365743,0.0035365743,0.0035365743,0.6110464
9,0.6200000000000002,0.0038113452,0.0038113452,0.0038113452,0.37044024
9,0.6400000000000002,0.007939674,0.007939674,0.007939674,0.13431853
9,0.6600000000000003,0.015916487,0.015916487,0.015916487,0.47627652
9,0.6800000000000003,0.01995078,0.01995078,0.01995078,0.24382186
9,0.7000000000000003,0.027830215,0.027830215,0.027830215,0.588807
9,0.7200000000000003,0.031765245,0.031765245,0.031765245,0.36162508
9,0.7400000000000003,0.03954063,0.03954063,0.03954063,0.13887791
10,0,-0.032471526,-0.032471526,-0.032471526,0.045184154
10,0.02,-0.03174933,-0.03174933,-0.03174933,0.32477197
10,0.04,-0.034917455,-0.034917455,-0.034917455,0.019826576
10,0.06,-0.034172293,-0.034172293,-0.034172293,0.30183816
10,0.08,-0.037319727,-0.037319727,-0.037319727,0.5839835
10,0.1,-0.044359934,-0.044359934,-0.044359934,0.8681017
10,0.12000000000000001,-0.055294868,-0.055294868,-0.055294868,0.57070017
10,0.14,-0.062323313,-0.062323313,-0.062323313,0.86408526
10,0.16,-0.073254816,-0.073254816,-0.073254816,1.1610271
10,0.18,-0.088092424,-0.088092424,-0.088092424,1.4632442
10,0.19999999999999998,-0.10684025,-0.10684025,-0.10684025,1.7723385
10,0.21999999999999997,-0.12950292,-0.12950292,-0.12950292,1.5067136
10,0.23999999999999996,-0.14828382,-0.14828382,-0.14828382,1.2533784
10,0.25999999999999995,-0.16319479,-0.16319479,-0.16319479,1.0108273
10,0.27999999999999997,-0.1742471,-0.1742471,-0.1742471,0.77746546
11,0,-0.038183454,-0.038183454,-0.038183454,-0.0052370518
11,0.02,-0.03904791,-0.03904791,-0.03904791,0.2993145
11,0.04,-0.04382539,-0.04382539,-0.04382539,0.6038294
11,0.06,-0.052515805,-0.052515805,-0.052515805,0.32542142
11,0.08,-0.05731671,-0.05731671,-0.05731671,0.05103546
11,0.1,-0.0582321,-0.0582321,-0.0582321,0.36287642
11,0.12000000000000001,-0.06306677,-0.06306677,-0.06306677,0.091007955
11,0.14,-0.064018294,-0.064018294,-0.064018294,0.4052659
11,0.16,-0.06889112,-0.06889112,-0.06889112,0.7200355
11,0.18,-0.0776855,-0.0776855,-0.0776855,0.45393604
11,0.19999999999999998,-0.08260163,-0.08260163,-0.08260163,0.19281268
11,0.21999999999999997,-0.08364473,-0.08364473,-0.08364473,0.51656467
11,0.23999999999999996,-0.08861685,-0.08861685,-0.08861685,0.8413499
11,0.25999999999999995,-0.09751832,-0.09751832,-0.09751832,0.5882461
11,0.27999999999999997,-0.102553435,-0.102553435,-0.102553435,0.34115756
11,0.3,-0.10372877,-0.10372877,-0.10372877,0.6764365
11,0.32,-0.10884166,-0.10884166,-0.10884166,1.0134143
11,0.34,-0.11789233,-0.11789233,-0.11789233,0.7777328
11,0.36000000000000004,-0.12309229,-0.12309229,-0.12309229,0.5495818
12,0,-0.041215964,-0.041215964,-0.041215964,-0.040049396
12,0.02,-0.041046426,-0.041046426,-0.041046426,-0.3470122
12,0.04,-0.03696177,-0.03696177,-0.03696177,-0.06958878
12,0.06,-0.03676551,-0.03676551,-0.03676551,0.20552307
12,0.08,-0.040455345,-0.040455345,-0.040455345,-0.10415646
